contact_id,pseudo_patient_id,timestamp,channel,service_line,raw_text,intent,category,journey_stage,root_cause,sentiment,urgency,default_route,safety_sensitive,chatbot_eligible,proactive_candidate,synthetic_issue_pattern,repeat_contact_14d
C0000119,P001977,2026-01-01 16:02:37,phone_transcript,NHS prescription,hi I am calling because You said my medicine is unavailable.,medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0000120,P000566,2026-01-01 16:14:21,email,NHS prescription,"Hello, Please send me the tracking link for my parcel asap",delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0000121,P006208,2026-01-01 16:25:17,phone_transcript,NHS prescription,"right so My order is waiting for GP aproval, what should I do? thanks",waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0000122,P002581,2026-01-01 16:29:04,phone_transcript,NHS prescription,"please can you help, Why have the reminder texts stopped? thanks",reminder_missing,Reminders and notifications,Notifications,Reorder reminder not received,positive,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0000123,P004617,2026-01-01 16:44:37,phone_transcript,NHS prescription,right so The request is missing from my account please,prescription_not_received,Prescription request,Request,Prescription request not visible,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0000124,P005127,2026-01-01 16:50:26,phone_transcript,NHS prescription,right so My meds order has not arrived yet address 12 Oak Road,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0000125,P002642,2026-01-01 17:04:27,live_chat,NHS prescription,"pls help: I am going away next week, can I order my medication early?!!!",early_repeat_request,Prescription request,Request,Request submitted earlier than expected,neutral,standard,Human adviser,False,False,False,standard_known_intent,False
C0000126,P002570,2026-01-01 17:05:41,phone_transcript,NHS prescription,"hello um Can the rest of my medication be dispatched separately? Also, You said my medicine is unavailable please My phone is 07207835111",split_order_request,Clinical and dispensing,Dispensing,One item delays a multi-item order,neutral,standard,Human adviser,False,False,False,standard_known_intent,False
C0000127,P003929,2026-01-01 17:08:41,live_chat,NHS prescription,My medicines have not arrived at all thanks,parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0000128,P004321,2026-01-01 17:10:11,phone_transcript,NHS prescription,right so Can I reorder my regular medicine through the app? please,repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0000129,P007143,2026-01-01 17:10:12,phone_transcript,NHS prescription,"please can you help, The request is missing from my account.",prescription_not_received,Prescription request,Request,Prescription request not visible,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0000130,P002307,2026-01-01 17:15:12,live_chat,NHS prescription,pls help: The parcel is missing even though it says delivered.,parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0000131,P001125,2026-01-01 17:15:47,phone_transcript,NHS prescription,"pls can you help, Can you check why the surgery step has not changed? please",waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0000132,P002763,2026-01-01 17:17:44,live_chat,NHS prescription,hi - Why is my prescription still with my GP?!!!,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0000133,P005803,2026-01-01 17:34:30,phone_transcript,NHS prescription,"please can you help, How do I order my repeat prescription? thanks order no P2U-375033",repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0000134,P000272,2026-01-01 17:34:46,email,NHS prescription,"Dear team, Can I reorder my regular medicine through the app?!!!",repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0000135,P004836,2026-01-01 17:35:03,phone_transcript,NHS prescription,"right so I am going away next week, can I order my medication early?.",early_repeat_request,Prescription request,Request,Request submitted earlier than expected,neutral,standard,Human adviser,False,False,False,standard_known_intent,False
C0000136,P000232,2026-01-01 18:02:28,phone_transcript,NHS prescription,hello um The app will not let me sign in.,login_issue,Account management,Account,Account access problem,negative,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0000137,P007200,2026-01-01 18:03:14,email,NHS prescription,Please help. I want to make a complaint about the service thanks,complaint_service,Service access,Service,General service complaint,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0000138,P003691,2026-01-01 18:05:12,social,NHS prescription,Can someone help? The prescription is ready but has not left the warehouse!!!,not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0000139,P000450,2026-01-01 18:12:57,phone_transcript,NHS prescription,right so The order is stuck at clinical review!!!,clinical_review_delay,Clinical and dispensing,Clinical review,Pharmacist review pending,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0000140,P004275,2026-01-01 18:27:01,phone_transcript,NHS prescription,right so I need to request my usual tablets again pls,repeat_prescription_request,Prescription request,Request,Routine repeat request,positive,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0000141,P003435,2026-01-01 18:30:07,live_chat,NHS prescription,hello Why has my doctor refused the request?!!!,gp_declined_request,GP approval,Await GP approval,GP declined or changed request,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0000142,P006412,2026-01-01 18:32:20,live_chat,NHS prescription,hello Can I reorder my regular medicine through the app?,repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0000143,P006894,2026-01-01 18:41:58,email,NHS prescription,pls help. Can you release an early repeat please?.,early_repeat_request,Prescription request,Request,Request submitted earlier than expected,positive,standard,Human adviser,False,False,False,standard_known_intent,False
C0000144,P000851,2026-01-01 18:48:06,social,NHS prescription,Please respond: The parcel is missing even though it says delivered,parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0000145,P006899,2026-01-01 18:50:24,phone_transcript,NHS prescription,right so Please send future prescriptions to my new address thanks,change_delivery_address,Account management,Account,Delivery address needs update,positive,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0000146,P004197,2026-01-01 18:54:05,social,NHS prescription,Please respond: Please help with my issue please,unclear_or_out_of_scope,Out-of-scope,Unknown,Insufficient information,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0000147,P003341,2026-01-01 18:59:26,app_review,NHS prescription,"My order is waiting for GP aproval, what should I do? email pat97@example.com",waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0000148,P000608,2026-01-01 19:22:57,app_review,NHS prescription,I moved house and need to update my address asap,change_delivery_address,Account management,Account,Delivery address needs update,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0000149,P006906,2026-01-01 19:24:28,social,NHS prescription,Please respond: Royal Mail tracking has not moved and my delivery is late,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0000150,P000904,2026-01-01 19:28:55,email,NHS prescription,Please help. My medss have not arrived at all asap,parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0000151,P004662,2026-01-01 19:35:56,phone_transcript,NHS prescription,right so Can you tell me what is happening with my parcel? asap,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0000152,P003192,2026-01-01 19:36:10,email,NHS prescription,"Dear team, Can you send the available items now and the missing one later? please",split_order_request,Clinical and dispensing,Dispensing,One item delays a multi-item order,positive,standard,Human adviser,False,False,False,standard_known_intent,False
